TotalGHGEmissions
10.05
1510.85
19.73
1623.34
617.52
175.77
54.98
35.99
77.04
215.0
20.86
46.51
37.83
43.13
9.91
175.95
74.3
32.58
69.3
46.16
490.73
18.74
46.57
35.96
91.69
11.29
58.52
12.15
46.49
5.44
21.37
546.65
5.46
40.22
138.35
156.18
78.92
712.39
70.15
22.11
170.84
17.45
56.25
184.6
170.51
18.1
68.97
1084.79
112.34
34.87
121.63
384.85
20.76
553.27
66.29
337.97
60.88
238.09
292.8
237.54
43.98
173.75
422.45
11.32
45.43
47.66
36.74
32.72
3.59
218.79
5.07
33.42
46.61
27.14
110.41
10.05
51.1
26.04
98.43
37.43
61.84
75.29
58.44
61.6
49.17
692.12
203.73
311.84
7.74
42.25
58.67
51.67
54.24
27.06
128.66
81.96
156.45
83.59
82.34
6330.91
740.97
4.95
0.12
4.33
32.73
28.81
23.62
10.73
30.6
53.21
2.28
1.73
406.04
30.86
70.76
25.24
374.92
61.98
287.32
426.39
84.57
69.18
41.22
80.19
11.85
11.17
8.59
215.56
0.7
433.86
86.46
150.88
135.23
39.47
33.85
10.24
30.27
66.53
19.14
15.9
26.94
78.85
182.81
29.18
48.53
39.05
7.27
41.27
530.18
8.7
18.34
2.86
49.74
168.88
61.53
61.71
15.24
16870.98
70.09
229.25
121.98
103.28
913.07
24.82
28.07
77.23
406.02
62.05
9.79
72.88
313.3
0.86
110.7
39.4
58.43
28.64
43.21
101.34
9.3
6.99
92.92
24.97
17.28
34.0
38.59
41.68
216.18
1638.46
64.88
122.73
69.59
2.62
2.88
26.52
95.38
46.48
180.38
67.51
8.15
231.32
22.39
14.7
51.59
12.22
119.46
111.69
31.6
158.92
454.49
3.5
19.07
357.39
46.36
325.94
7.07
106.12
582.28
135.81
55.73
60.2
324.25
809.76
445.62
91.13
7.69
69.02
38.21
209.41
29.88
67.96
3.65
37.49
103.65
75.99
13.91
14.63
607.41
68.14
85.01
33.17
717.93
46.64
199.95
28.78
137.66
639.39
37.08
24.02
19.81
43.97
30.49
64.54
134.38
101.21
74.31
12.43
129.29
2.22
9.72
95.03
73.61
67.65
162.41
19.12
13.69
1.24
234.03
7.12
247.85
39.25
23.86
89.94
23.0
4.65
1266.06
13.02
59.75
17.08
13.71
29.53
260.94
38.39
9.46
86.81
55.73
32.86
344.2
1727.11
19.61
115.43
10.15
804.2
60.83
15.7
29.62
295.33
272.54
34.62
45.79
74.83
6.3
85.55
525.78
5.17
5.08
226.43
182.14
91.98
8.8
127.29
33.18
7.49
22.76
134.69
66.48
101.99
2573.75
648.62
19.77
110.17
130.58
37.34
430.84
8.97
10.04
100.42
6.73
6.41
46.56
100.65
2.57
20.94
3238.24
33.23
17.17
20.33
21.5
26.27
89.08
19.56
69.42
3.25
51.15
398.19
40.38
24.89
16.06
14.37
18.85
29.04
9.09
14.17
281.55
134.69
262.75
453.76
60.34
245.16
138.85
7.77
357.86
66.77
46.53
413.1
43.91
303.81
6.84
17.79
1.28
43.45
6.16
222.02
54.07
157.07
29.39
587.16
71.06
1.6
2.19
119.92
24.39
174.62
149.27
74.33
119.03
588.9
1060.13
365.79
110.66
32.42
29.21
10.92
390.67
27.82
116.03
69.2
69.53
149.91
28.37
49.55
640.71
58.88
37.28
175.53
5.86
4.43
20.78
301.81
65.65
4829.86
301.76
82.58
20.3
1156.45
515.71
31.72
326.18
139.72
89.47
42.2
17.87
224.36
190.61
176.75
338.16
259.49
29.43
6.18
810.7
51.56
122.71
15.47
158.55
92.91
52.41
5.58
126.3
5.59
41.77
314.43
42.73
125.59
7.59
4.58
94.63
72.42
49.44
286.89
63.89
235.26
114.14
2.25
220.26
147.82
124.92
36.02
51.11
70.47
97.27
45.47
88.74
49.12
152.14
5.43
162.39
38.17
129.39
72.26
723.47
328.97
82.57
35.8
9.67
22.12
892.63
0.93
34.03
184.0
481.97
67.06
90.24
17.65
228.4
32.63
19.88
29.54
47.59
9.82
100.21
44.97
0.81
0.68
82.07
849.83
158.63
31.97
34.9
59.0
22.57
130.56
3.34
22.65
86.9
89.41
33.26
5.94
167.98
9.65
3.67
103.97
58.36
59.21
98.28
44.32
190.45
22.78
10.8
176.75
359.09
25.14
60.81
44.89
2.8
456.22
10.36
1265.29
59.34
24.12
119.93
2.69
25.37
24.91
352.77
4.8
23.81
270.63
565.55
104.91
11.06
84.75
802.89
99.14
53.88
92.7
10734.57
17.31
0.89
13.87
17.57
14.21
4.22
12.92
16.27
41.96
107.16
29.18
284.01
30.02
152.28
14.37
11.08
255.97
83.3
298.61
56.82
36.82
2.01
5.22
78.57
201.15
47.78
10.83
25.93
2.35
13.07
42.87
118.37
117.11
46.03
69.44
218.53
57.73
53.02
7.8
27.93
225.69
90.01
189.18
38.59
25.09
940.47
60.57
10.75
17.24
16.13
6.33
147.0
9.13
95.86
9.29
20.48
100.46
34.52
49.18
169.75
38.87
15.65
77.8
25.74
231.39
260.13
55.3
67.29
50.76
9.29
11.54
109.85
61.21
19.89
41.88
20.09
13.29
18.66
20.98
270.97
50.05
48.99
481.06
210.3
7.05
362.82
180.76
277.98
33.92
15.62
10.26
741.3
362.66
9.95
1789.69
54.4
94.74
116.95
1280.81
119.81
293.56
32.02
47.94
29.41
130.31
16.13
14.36
60.12
27.41
17.39
380.37
107.29
4.99
1.6
20.66
9.03
141.2
70.92
123.41
24.73
74.45
89.8
563.25
49.98
441.94
66.32
348.22
31.79
206.33
11.97
377.27
133.58
18.81
9.26
12.57
8.61
89.57
505.01
2451.58
5.82
226.81
32.17
13.61
1.46
748.55
286.33
246.83
77.99
60.93
213.7
18.87
43.8
41.7
418.9
24.25
16.5
95.2
37.97
74.92
5.24
237.39
33.37
176.43
178.62
11.09
9.08
462.4
82.72
176.79
416.07
29.24
28.63
40.47
42.03
16.04
29.44
106.86
33.58
2.91
23.5
31.74
19.51
9.0
632.4
122.0
4.8
6.61
55.85
73.26
26.19
96.2
7.67
11.69
65.03
133.5
41.74
42.24
4.44
121.9
1088.25
24.63
3.25
3.72
141.95
36.72
25.15
413.35
41.8
199.48
81.24
247.85
47.24
206.01
9.77
47.08
359.11
20.9
116.94
128.07
11140.56
32.77
35.72
55.23
26.1
38.53
0.73
47.03
145.48
92.07
17.6
7.56
85.15
150.23
609.1
40.01
100.26
25.77
21.36
147.14
0.17
54.92
3.71
61.86
278.97
74.18
92.45
23.15
30.22
16.81
94.59
101.41
19.93
36.43
92.52
31.61
15.25
480.9
30.5
11.39
64.81
177.62
38.12
50.07
51.89
35.48
3.51
1.14
14.13
33.41
67.33
231.53
181.38
46.46
8.73
116.74
46.93
202.99
1268.87
148.55
27.92
35.4
2.27
115.34
15.5
0.82
273.91
13.09
39.06
35.04
19.86
8.42
202.65
18.04
24.29
882.56
171.64
74.1
8.22
144.41
38.21
185.33
11.18
318.08
310.19
13.14
6.3
48.54
198.34
32.44
122.68
21.51
3.89
1.55
43.17
145.11
120.91
13.33
59.14
41.69
44.48
204.81
49.09
23.84
4.2
24.62
76.8
38.86
61.3
44.22
28.28
4.15
32.64
155.74
147.49
47.39
349.32
30.99
42.19
179.55
172.58
326.74
63.61
237.36
2055.82
171.52
530.59
5.66
36.92
15.11
38.36
68.89
780.84
22.26
66.43
80.08
9.31
19.28
238.48
107.83
13.16
67.78
20.46
50.17
34.08
65.95
1.55
355.8
306.5
1597.56
18.03
28.46
259.22
4.05
226.73
1154.79
8.84
256.57
17.12
207.6
7.37
71.86
5.09
35.8
116.84
101.31
79.58
414.43
190.1
168.5
18.5
146.34
73.52
73.48
611.19
41.96
3.04
295.42
78.36
50.69
110.46
3.62
37.65
28.27
12.35
33.22
49.58
41.18
70.17
19.69
89.29
39.47
179.45
44.33
2.52
46.01
195.43
21.29
7.79
83.45
2.34
20.12
10.72
0.63
48.76
31.54
65.89
142.39
14.64
193.72
2.94
49.58
28.41
21.24
5.02
219.93
10.31
49.73
21.05
129.89
102.35
39.31
18.76
26.73
8.07
6.53
388.04
341.23
43.64
35.78
861.85
2.92
22.09
2089.28
77.84
60.43
107.45
96.43
10.01
146.93
1891.47
11.44
43.18
47.12
437.2
355.05
77.76
119.76
87.41
275.54
207.79
8.85
20.85
7.08
7.49
16.63
152.14
63.81
46.52
293.55
